Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
1325,2693722,"exercises/easy/ex2-type-checker.js",621,0,"t",javascript,content
1326,2693903,"exercises/easy/ex2-type-checker.js",622,0,"y",javascript,content
1327,2694018,"exercises/easy/ex2-type-checker.js",623,0,"p",javascript,content
1328,2694132,"exercises/easy/ex2-type-checker.js",624,0,"e",javascript,content
1329,2694321,"exercises/easy/ex2-type-checker.js",625,0,"o",javascript,content
1330,2694450,"exercises/easy/ex2-type-checker.js",626,0,"f",javascript,content
1331,2695161,"exercises/easy/ex2-type-checker.js",627,0,"{}",javascript,content
1332,2695550,"exercises/easy/ex2-type-checker.js",628,0,"n",javascript,content
1333,2695721,"exercises/easy/ex2-type-checker.js",629,0,"u",javascript,content
1334,2695939,"exercises/easy/ex2-type-checker.js",630,0,"m",javascript,content
1335,2696130,"exercises/easy/ex2-type-checker.js",631,0,"b",javascript,content
1336,2696242,"exercises/easy/ex2-type-checker.js",632,0,"e",javascript,content
1337,2696301,"exercises/easy/ex2-type-checker.js",633,0,"r",javascript,content
1338,2697068,"exercises/easy/ex2-type-checker.js",634,1,"}",javascript,content
1339,2697455,"exercises/easy/ex2-type-checker.js",635,0," ",javascript,content
1340,2700635,"exercises/easy/ex2-type-checker.js",636,0,"&",javascript,content
1341,2701039,"exercises/easy/ex2-type-checker.js",637,0," ",javascript,content
1342,2701458,"exercises/easy/ex2-type-checker.js",638,0,"t",javascript,content
1343,2701635,"exercises/easy/ex2-type-checker.js",639,0,"y",javascript,content
1344,2701734,"exercises/easy/ex2-type-checker.js",640,0,"p",javascript,content
1345,2701886,"exercises/easy/ex2-type-checker.js",641,0,"e",javascript,content
1346,2702000,"exercises/easy/ex2-type-checker.js",642,0,"o",javascript,content
1347,2702239,"exercises/easy/ex2-type-checker.js",643,0,"f",javascript,content
1348,2702681,"exercises/easy/ex2-type-checker.js",643,1,"",javascript,content
1349,2703184,"exercises/easy/ex2-type-checker.js",643,0,"f",javascript,content
1350,2703981,"exercises/easy/ex2-type-checker.js",644,0,"{}",javascript,content
1351,2704333,"exercises/easy/ex2-type-checker.js",645,0,"b",javascript,content
1352,2704393,"exercises/easy/ex2-type-checker.js",646,0,"o",javascript,content
1353,2704572,"exercises/easy/ex2-type-checker.js",647,0,"o",javascript,content
1354,2704767,"exercises/easy/ex2-type-checker.js",648,0,"l",javascript,content
1355,2704981,"exercises/easy/ex2-type-checker.js",649,0,"e",javascript,content
1356,2705586,"exercises/easy/ex2-type-checker.js",650,0,"a",javascript,content
1357,2705734,"exercises/easy/ex2-type-checker.js",651,0,"n",javascript,content
1358,2706586,"exercises/easy/ex2-type-checker.js",652,1,"}",javascript,content
1359,2707835,"exercises/easy/ex2-type-checker.js",653,0," ",javascript,content
1360,2710318,"exercises/easy/ex2-type-checker.js",654,0,"&",javascript,content
1361,2710733,"exercises/easy/ex2-type-checker.js",655,0," ",javascript,content
1362,2711267,"exercises/easy/ex2-type-checker.js",656,0,"t",javascript,content
1363,2711428,"exercises/easy/ex2-type-checker.js",657,0,"y",javascript,content
1364,2711508,"exercises/easy/ex2-type-checker.js",658,0,"p",javascript,content
1365,2711650,"exercises/easy/ex2-type-checker.js",659,0,"e",javascript,content
1366,2711841,"exercises/easy/ex2-type-checker.js",660,0,"o",javascript,content
1367,2712067,"exercises/easy/ex2-type-checker.js",661,0,"f",javascript,content
1368,2713326,"exercises/easy/ex2-type-checker.js",662,0,"{}",javascript,content
1369,2713836,"exercises/easy/ex2-type-checker.js",663,0,"n",javascript,content
1370,2713934,"exercises/easy/ex2-type-checker.js",664,0,"u",javascript,content
1371,2714222,"exercises/easy/ex2-type-checker.js",665,0,"l",javascript,content
1372,2714368,"exercises/easy/ex2-type-checker.js",666,0,"l",javascript,content
1373,2714585,"exercises/easy/ex2-type-checker.js",667,0,"V",javascript,content
1374,2714733,"exercises/easy/ex2-type-checker.js",668,0,"a",javascript,content
1375,2714817,"exercises/easy/ex2-type-checker.js",669,0,"l",javascript,content
1376,2715018,"exercises/easy/ex2-type-checker.js",670,0,"u",javascript,content
1377,2715137,"exercises/easy/ex2-type-checker.js",671,0,"e",javascript,content
1378,2716129,"exercises/easy/ex2-type-checker.js",672,1,"}",javascript,content
1379,2717145,"exercises/easy/ex2-type-checker.js",673,0," ",javascript,content
1380,2718137,"exercises/easy/ex2-type-checker.js",674,0,"&",javascript,content
1381,2718483,"exercises/easy/ex2-type-checker.js",675,0," ",javascript,content
1382,2718903,"exercises/easy/ex2-type-checker.js",676,0,"t",javascript,content
1383,2719091,"exercises/easy/ex2-type-checker.js",677,0,"y",javascript,content
1384,2719172,"exercises/easy/ex2-type-checker.js",678,0,"p",javascript,content
1385,2719372,"exercises/easy/ex2-type-checker.js",679,0,"e",javascript,content
1386,2719650,"exercises/easy/ex2-type-checker.js",680,0,"o",javascript,content
1387,2719876,"exercises/easy/ex2-type-checker.js",681,0,"f",javascript,content
1388,2720849,"exercises/easy/ex2-type-checker.js",682,0,"{}",javascript,content
1389,2721605,"exercises/easy/ex2-type-checker.js",683,0,"u",javascript,content
1390,2721862,"exercises/easy/ex2-type-checker.js",684,0,"n",javascript,content
1391,2722020,"exercises/easy/ex2-type-checker.js",685,0,"d",javascript,content
1392,2722185,"exercises/easy/ex2-type-checker.js",686,0,"e",javascript,content
1393,2722353,"exercises/easy/ex2-type-checker.js",687,0,"f",javascript,content
1394,2722420,"exercises/easy/ex2-type-checker.js",688,0,"i",javascript,content
1395,2722578,"exercises/easy/ex2-type-checker.js",689,0,"n",javascript,content
1396,2722670,"exercises/easy/ex2-type-checker.js",690,0,"e",javascript,content
1397,2723057,"exercises/easy/ex2-type-checker.js",691,0,"d",javascript,content
1398,2723660,"exercises/easy/ex2-type-checker.js",692,0,"V",javascript,content
1399,2723797,"exercises/easy/ex2-type-checker.js",693,0,"a",javascript,content
1400,2723869,"exercises/easy/ex2-type-checker.js",694,0,"l",javascript,content
1401,2724050,"exercises/easy/ex2-type-checker.js",695,0,"u",javascript,content
1402,2724252,"exercises/easy/ex2-type-checker.js",696,0,"e",javascript,content
1403,2725385,"exercises/easy/ex2-type-checker.js",697,1,"}",javascript,content
1404,2726383,"exercises/easy/ex2-type-checker.js",698,0," ",javascript,content
1405,2726904,"exercises/easy/ex2-type-checker.js",699,0,"&",javascript,content
1406,2727663,"exercises/easy/ex2-type-checker.js",700,0," ",javascript,content
1407,2728218,"exercises/easy/ex2-type-checker.js",701,0,"t",javascript,content
1408,2728390,"exercises/easy/ex2-type-checker.js",702,0,"y",javascript,content
1409,2728443,"exercises/easy/ex2-type-checker.js",703,0,"p",javascript,content
1410,2728619,"exercises/easy/ex2-type-checker.js",704,0,"e",javascript,content
1411,2729106,"exercises/easy/ex2-type-checker.js",705,0,"o",javascript,content
1412,2729226,"exercises/easy/ex2-type-checker.js",706,0,"f",javascript,content
1413,2729441,"exercises/easy/ex2-type-checker.js",707,0," ",javascript,content
1414,2729836,"exercises/easy/ex2-type-checker.js",707,1,"",javascript,content
1415,2730153,"exercises/easy/ex2-type-checker.js",707,0,"L",javascript,content
1416,2730652,"exercises/easy/ex2-type-checker.js",707,1,"",javascript,content
1417,2730791,"exercises/easy/ex2-type-checker.js",707,0,"P",javascript,content
1418,2731390,"exercises/easy/ex2-type-checker.js",707,1,"",javascript,content
1419,2732075,"exercises/easy/ex2-type-checker.js",707,0,"{}",javascript,content
1420,2732405,"exercises/easy/ex2-type-checker.js",708,0,"n",javascript,content
1421,2732786,"exercises/easy/ex2-type-checker.js",709,0,"a",javascript,content
1422,2732918,"exercises/easy/ex2-type-checker.js",710,0,"n",javascript,content
1423,2733369,"exercises/easy/ex2-type-checker.js",711,0,"V",javascript,content
1424,2733467,"exercises/easy/ex2-type-checker.js",712,0,"a",javascript,content
1425,2733568,"exercises/easy/ex2-type-checker.js",713,0,"l",javascript,content
1426,2733736,"exercises/easy/ex2-type-checker.js",714,0,"u",javascript,content
1427,2733868,"exercises/easy/ex2-type-checker.js",715,0,"e",javascript,content
1428,2734991,"exercises/easy/ex2-type-checker.js",716,1,"}",javascript,content
1429,2735317,"exercises/easy/ex2-type-checker.js",717,0,";",javascript,content
1430,2783415,"exercises/easy/ex2-type-checker.js",602,1,"",javascript,content
1431,2786092,"exercises/easy/ex2-type-checker.js",601,1,"",javascript,content
1432,2787232,"exercises/easy/ex2-type-checker.js",601,0," ",javascript,content
1433,2787550,"exercises/easy/ex2-type-checker.js",602,0,"&",javascript,content
1434,2789507,"exercises/easy/ex2-type-checker.js",602,1,"",javascript,content
1435,2789937,"exercises/easy/ex2-type-checker.js",601,1,"",javascript,content
1436,2790782,"exercises/easy/ex2-type-checker.js",600,1,"",javascript,content
1437,2791341,"exercises/easy/ex2-type-checker.js",600,0," ",javascript,content
1438,2791859,"exercises/easy/ex2-type-checker.js",601,0,"&",javascript,content
1439,2847645,"exercises/easy/ex6-name-screamer.js",0,0,"function screamName(name) {\n  /* take a name as input and return it in ALL CAPS with exclamation marks */\n}\n\nmodule.exports = screamName;\n",javascript,tab
1440,2850004,"exercises/easy/ex2-type-checker.js",0,0,"function showAllTypes() {\n  /* Create a function that outputs the typeof for:\n  objects, arrays, strings, numbers, booleans, null, undefined, and NaN It should return an object containing all these types */\n\n  const object = {};\n  const array = [];\n  const string = """";\n  const number = 1;\n  const boolean = true;\n  const nullValue = null;\n  const undefinedValue = undefined;\n  const nanValue = NaN;\n\n  \n\n  //console.log(typeof object, typeof array, typeof string, typeof number, typeof boolean, typeof nullValue, typeof undefinedValue, typeof nanValue);\n  const code = typeof{object} & typeof[array] & typeof{string} & typeof{number} & typeof{boolean} & typeof{nullValue} & typeof{undefinedValue} & typeof{nanValue};\n\n\n\n  console.log(code);\n\n  return{};\n}\nshowAllTypes();\n\n\nmodule.exports = showAllTypes;\n",javascript,tab
1441,2879383,"exercises/easy/ex2-type-checker.js",584,134,"",javascript,content
1442,2880238,"exercises/easy/ex2-type-checker.js",583,1,"",javascript,content
1443,2882225,"exercises/easy/ex2-type-checker.js",583,0,",",javascript,content
1444,2882369,"exercises/easy/ex2-type-checker.js",584,0," ",javascript,content
1445,2882454,"exercises/easy/ex2-type-checker.js",585,0,"a",javascript,content
1446,2882591,"exercises/easy/ex2-type-checker.js",586,0,"r",javascript,content
1447,2882707,"exercises/easy/ex2-type-checker.js",587,0,"r",javascript,content
1448,2882776,"exercises/easy/ex2-type-checker.js",588,0,"a",javascript,content
1449,2882970,"exercises/easy/ex2-type-checker.js",589,0,"y",javascript,content
1450,2883419,"exercises/easy/ex2-type-checker.js",590,0,",",javascript,content
1451,2883873,"exercises/easy/ex2-type-checker.js",591,0," ",javascript,content
1452,2884185,"exercises/easy/ex2-type-checker.js",592,0,"s",javascript,content
1453,2884318,"exercises/easy/ex2-type-checker.js",593,0,"t",javascript,content
1454,2884486,"exercises/easy/ex2-type-checker.js",594,0,"r",javascript,content
1455,2884875,"exercises/easy/ex2-type-checker.js",595,0,"i",javascript,content
1456,2885058,"exercises/easy/ex2-type-checker.js",596,0,"n",javascript,content
1457,2885131,"exercises/easy/ex2-type-checker.js",597,0,"g",javascript,content
1458,2885308,"exercises/easy/ex2-type-checker.js",598,0,",",javascript,content
1459,2885552,"exercises/easy/ex2-type-checker.js",599,0," ",javascript,content
1460,2885657,"exercises/easy/ex2-type-checker.js",600,0,"n",javascript,content
1461,2885853,"exercises/easy/ex2-type-checker.js",601,0,"u",javascript,content
1461,2885853,"exercises/easy/ex2-type-checker.js",601,0,"u",javascript,content
1462,2885855,"exercises/easy/ex2-type-checker.js",602,0,"y",javascript,content
1463,2886270,"exercises/easy/ex2-type-checker.js",602,1,"",javascript,content
1464,2887322,"exercises/easy/ex2-type-checker.js",555,47,"  const code = typeof{object, array, string, number, boolean, nullValue, undefinedValue, nanValue};",javascript,content
1465,2896308,"exercises/easy/ex2-type-checker.js",655,1,"",javascript,content
1466,2897177,"exercises/easy/ex2-type-checker.js",655,0,"\n  ",javascript,content
1467,2977439,"exercises/easy/ex6-name-screamer.js",0,0,"function screamName(name) {\n  /* take a name as input and return it in ALL CAPS with exclamation marks */\n}\n\nmodule.exports = screamName;\n",javascript,tab
1468,2980474,"exercises/easy/ex6-name-screamer.js",105,0,"\n  ",javascript,content
1469,2980655,"exercises/easy/ex6-name-screamer.js",108,0,"\n  ",javascript,content
1469,2980655,"exercises/easy/ex6-name-screamer.js",108,0,"\n  ",javascript,content
1470,2980655,"exercises/easy/ex6-name-screamer.js",106,2,"",javascript,content
1471,3071998,"exercises/easy/ex6-name-screamer.js",109,0,"\n  ",javascript,content
1471,3071998,"exercises/easy/ex6-name-screamer.js",109,0,"\n  ",javascript,content
1472,3071998,"exercises/easy/ex6-name-screamer.js",107,2,"",javascript,content
1473,3072177,"exercises/easy/ex6-name-screamer.js",110,0,"\n  ",javascript,content
1473,3072177,"exercises/easy/ex6-name-screamer.js",110,0,"\n  ",javascript,content
1474,3072179,"exercises/easy/ex6-name-screamer.js",108,2,"",javascript,content
1475,3073844,"exercises/easy/ex1-hello-world.js",0,0,"function helloWorld() {\n  // write a function that prints ""Hello World!"" to the console\n\n  console.log(""Hello World!"");\n\n  \n}\n\nhelloWorld();\n\nmodule.exports = helloWorld;\n",javascript,tab
1476,3077234,"exercises/easy/ex6-name-screamer.js",0,0,"function screamName(name) {\n  /* take a name as input and return it in ALL CAPS with exclamation marks */\n\n\n\n  \n}\n\nmodule.exports = screamName;\n",javascript,tab
1477,3078153,"exercises/easy/ex6-name-screamer.js",109,2,"",javascript,content
1477,3078153,"exercises/easy/ex6-name-screamer.js",109,2,"",javascript,content
1477,3078153,"exercises/easy/ex6-name-screamer.js",109,2,"",javascript,content
1478,3078154,"exercises/easy/ex6-name-screamer.js",107,0,"console.log(""Hello World!"");",javascript,content
1479,3078156,"exercises/easy/ex6-name-screamer.js",107,0,"  ",javascript,content
1480,3081861,"exercises/easy/ex6-name-screamer.js",107,2,"",javascript,content
1481,3082487,"exercises/easy/ex6-name-screamer.js",137,0,"  ",javascript,content
1481,3082487,"exercises/easy/ex6-name-screamer.js",137,0,"  ",javascript,content
1482,3082487,"exercises/easy/ex6-name-screamer.js",107,28,"",javascript,content
1483,3086788,"exercises/easy/ex6-name-screamer.js",114,0,"\n",javascript,content
1484,3086940,"exercises/easy/ex6-name-screamer.js",115,0,"\n",javascript,content
1485,3088006,"exercises/easy/ex6-name-screamer.js",115,0,"console.log(""Hello World!"");",javascript,content
1486,3090308,"exercises/easy/ex6-name-screamer.js",140,1,"",javascript,content
1487,3090826,"exercises/easy/ex6-name-screamer.js",139,1,"",javascript,content
1488,3090887,"exercises/easy/ex6-name-screamer.js",138,1,"",javascript,content
1489,3090893,"exercises/easy/ex6-name-screamer.js",137,1,"",javascript,content
1490,3090927,"exercises/easy/ex6-name-screamer.js",136,1,"",javascript,content
1491,3090956,"exercises/easy/ex6-name-screamer.js",135,1,"",javascript,content
1492,3090986,"exercises/easy/ex6-name-screamer.js",134,1,"",javascript,content
1493,3091019,"exercises/easy/ex6-name-screamer.js",133,1,"",javascript,content
1494,3091054,"exercises/easy/ex6-name-screamer.js",132,1,"",javascript,content
1495,3091088,"exercises/easy/ex6-name-screamer.js",131,1,"",javascript,content
1496,3091123,"exercises/easy/ex6-name-screamer.js",130,1,"",javascript,content
1497,3091248,"exercises/easy/ex6-name-screamer.js",129,1,"",javascript,content
1498,3091406,"exercises/easy/ex6-name-screamer.js",128,1,"",javascript,content
1499,3092128,"exercises/easy/ex6-name-screamer.js",128,0,"n",javascript,content
1500,3092256,"exercises/easy/ex6-name-screamer.js",129,0,"a",javascript,content
1501,3092372,"exercises/easy/ex6-name-screamer.js",130,0,"m",javascript,content
1502,3092488,"exercises/easy/ex6-name-screamer.js",131,0,"e",javascript,content
1503,3093807,"exercises/easy/ex6-name-screamer.js",132,0,"""",javascript,content
1504,3094158,"exercises/easy/ex6-name-screamer.js",133,0,"0",javascript,content
1505,3095175,"exercises/easy/ex6-name-screamer.js",133,1,"",javascript,content
1506,3096601,"exercises/easy/ex6-name-screamer.js",133,0,")",javascript,content
1507,3097853,"exercises/easy/ex6-name-screamer.js",134,1,"",javascript,content
1508,3099342,"exercises/easy/ex6-name-screamer.js",132,1,"",javascript,content
1509,3100741,"exercises/easy/ex6-name-screamer.js",127,1,"",javascript,content
1510,3147572,"exercises/easy/ex6-name-screamer.js",130,1,"",javascript,content
1511,3147740,"exercises/easy/ex6-name-screamer.js",129,1,"",javascript,content
1512,3147891,"exercises/easy/ex6-name-screamer.js",128,1,"",javascript,content
1513,3148040,"exercises/easy/ex6-name-screamer.js",127,1,"",javascript,content
1514,3148257,"exercises/easy/ex6-name-screamer.js",127,0,"s",javascript,content
1515,3148396,"exercises/easy/ex6-name-screamer.js",128,0,"c",javascript,content
1516,3148639,"exercises/easy/ex6-name-screamer.js",129,0,"r",javascript,content
1517,3148781,"exercises/easy/ex6-name-screamer.js",130,0,"e",javascript,content
1518,3148975,"exercises/easy/ex6-name-screamer.js",131,0,"m",javascript,content
1519,3149466,"exercises/easy/ex6-name-screamer.js",132,0,"N",javascript,content
1520,3149625,"exercises/easy/ex6-name-screamer.js",133,0,"a",javascript,content
1521,3149737,"exercises/easy/ex6-name-screamer.js",134,0,"m",javascript,content
1522,3150007,"exercises/easy/ex6-name-screamer.js",135,0,"e",javascript,content
1523,3150331,"exercises/easy/ex6-name-screamer.js",136,0,"()",javascript,content
1524,3151323,"exercises/easy/ex6-name-screamer.js",137,0,"n",javascript,content
1525,3151402,"exercises/easy/ex6-name-screamer.js",138,0,"a",javascript,content
1526,3151539,"exercises/easy/ex6-name-screamer.js",139,0,"m",javascript,content
1527,3151907,"exercises/easy/ex6-name-screamer.js",140,0,"e",javascript,content
1528,3172813,"exercises/easy/ex6-name-screamer.js",131,0,"a",javascript,content
1529,3233411,"exercises/easy/ex6-name-screamer.js",115,30,"",javascript,content
1530,3235607,"exercises/easy/ex6-name-screamer.js",114,0," ",javascript,content
1531,3235926,"exercises/easy/ex6-name-screamer.js",115,0,"c",javascript,content
1532,3236006,"exercises/easy/ex6-name-screamer.js",116,0,"o",javascript,content
1533,3236212,"exercises/easy/ex6-name-screamer.js",117,0,"n",javascript,content
1534,3236393,"exercises/easy/ex6-name-screamer.js",118,0,"s",javascript,content
1535,3236658,"exercises/easy/ex6-name-screamer.js",119,0,"t",javascript,content
1536,3237758,"exercises/easy/ex6-name-screamer.js",120,0," ",javascript,content
1537,3242090,"exercises/easy/ex6-name-screamer.js",121,0,"s",javascript,content
1538,3242241,"exercises/easy/ex6-name-screamer.js",122,0,"c",javascript,content
1539,3242458,"exercises/easy/ex6-name-screamer.js",123,0,"r",javascript,content
1540,3242606,"exercises/easy/ex6-name-screamer.js",124,0,"e",javascript,content
1541,3242673,"exercises/easy/ex6-name-screamer.js",125,0,"a",javascript,content
1542,3242739,"exercises/easy/ex6-name-screamer.js",126,0,"m",javascript,content
1543,3242988,"exercises/easy/ex6-name-screamer.js",127,0," ",javascript,content
1544,3243936,"exercises/easy/ex6-name-screamer.js",128,0,"=",javascript,content
1545,3244273,"exercises/easy/ex6-name-screamer.js",129,0," ",javascript,content
1546,3245056,"exercises/easy/ex6-name-screamer.js",130,0,"S",javascript,content
1547,3245214,"exercises/easy/ex6-name-screamer.js",131,0,"c",javascript,content
1548,3245727,"exercises/easy/ex6-name-screamer.js",132,0,"r",javascript,content
1549,3245878,"exercises/easy/ex6-name-screamer.js",133,0,"e",javascript,content
1550,3245954,"exercises/easy/ex6-name-screamer.js",134,0,"a",javascript,content
1551,3246077,"exercises/easy/ex6-name-screamer.js",135,0,"m",javascript,content
1552,3246574,"exercises/easy/ex6-name-screamer.js",136,0,"N",javascript,content
1553,3247008,"exercises/easy/ex6-name-screamer.js",136,1,"",javascript,content
1554,3247311,"exercises/easy/ex6-name-screamer.js",135,1,"",javascript,content
1555,3247475,"exercises/easy/ex6-name-screamer.js",134,1,"",javascript,content
1556,3247628,"exercises/easy/ex6-name-screamer.js",133,1,"",javascript,content
1557,3247941,"exercises/easy/ex6-name-screamer.js",132,1,"",javascript,content
1558,3248074,"exercises/easy/ex6-name-screamer.js",131,1,"",javascript,content
1559,3248478,"exercises/easy/ex6-name-screamer.js",130,1,"",javascript,content
1560,3248592,"exercises/easy/ex6-name-screamer.js",130,0,"s",javascript,content
1561,3248703,"exercises/easy/ex6-name-screamer.js",131,0,"c",javascript,content
1562,3248905,"exercises/easy/ex6-name-screamer.js",132,0,"r",javascript,content
1563,3249023,"exercises/easy/ex6-name-screamer.js",133,0,"e",javascript,content
1564,3249090,"exercises/easy/ex6-name-screamer.js",134,0,"a",javascript,content
1565,3249193,"exercises/easy/ex6-name-screamer.js",135,0,"m",javascript,content
1566,3249429,"exercises/easy/ex6-name-screamer.js",136,0,"N",javascript,content
1567,3249540,"exercises/easy/ex6-name-screamer.js",137,0,"a",javascript,content
1568,3249611,"exercises/easy/ex6-name-screamer.js",138,0,"m",javascript,content
1569,3249743,"exercises/easy/ex6-name-screamer.js",139,0,"e",javascript,content
1570,3250737,"exercises/easy/ex6-name-screamer.js",140,0,"()",javascript,content
1571,3252393,"exercises/easy/ex6-name-screamer.js",141,0,"n",javascript,content
1572,3252491,"exercises/easy/ex6-name-screamer.js",142,0,"a",javascript,content
1573,3252634,"exercises/easy/ex6-name-screamer.js",143,0,"m",javascript,content
1574,3252703,"exercises/easy/ex6-name-screamer.js",144,0,"e",javascript,content
1575,3253842,"exercises/easy/ex6-name-screamer.js",146,0,";",javascript,content
1576,3264226,"exercises/easy/ex6-name-screamer.js",144,1,"",javascript,content
1577,3264373,"exercises/easy/ex6-name-screamer.js",143,1,"",javascript,content
1578,3264522,"exercises/easy/ex6-name-screamer.js",142,1,"",javascript,content
1579,3264672,"exercises/easy/ex6-name-screamer.js",141,1,"",javascript,content
1580,3268470,"exercises/easy/ex6-name-screamer.js",144,0,"c",javascript,content
1581,3268539,"exercises/easy/ex6-name-screamer.js",145,0,"o",javascript,content
1582,3268840,"exercises/easy/ex6-name-screamer.js",146,0,"n",javascript,content
1583,3269001,"exercises/easy/ex6-name-screamer.js",147,0,"s",javascript,content
1584,3269124,"exercises/easy/ex6-name-screamer.js",148,0,"o",javascript,content
1585,3269304,"exercises/easy/ex6-name-screamer.js",149,0,"l",javascript,content
1586,3269443,"exercises/easy/ex6-name-screamer.js",150,0,"e",javascript,content
1587,3269940,"exercises/easy/ex6-name-screamer.js",144,7,"console",javascript,content
1587,3269940,"exercises/easy/ex6-name-screamer.js",144,7,"console",javascript,content
1588,3269941,"exercises/easy/ex6-name-screamer.js",151,0,".",javascript,content
1589,3270349,"exercises/easy/ex6-name-screamer.js",152,0,"l",javascript,content
1590,3270475,"exercises/easy/ex6-name-screamer.js",153,0,"o",javascript,content
1591,3270612,"exercises/easy/ex6-name-screamer.js",154,0,"g",javascript,content
1592,3270890,"exercises/easy/ex6-name-screamer.js",151,4,".log",javascript,content
1592,3270890,"exercises/easy/ex6-name-screamer.js",151,4,".log",javascript,content
1593,3270892,"exercises/easy/ex6-name-screamer.js",155,0,"()",javascript,content
1594,3271189,"exercises/easy/ex6-name-screamer.js",156,0,"s",javascript,content
1595,3271275,"exercises/easy/ex6-name-screamer.js",157,0,"c",javascript,content
1596,3271644,"exercises/easy/ex6-name-screamer.js",158,0,"e",javascript,content
1597,3271740,"exercises/easy/ex6-name-screamer.js",159,0,"a",javascript,content
1598,3271996,"exercises/easy/ex6-name-screamer.js",160,0,"m",javascript,content
1599,3272309,"exercises/easy/ex6-name-screamer.js",160,1,"",javascript,content
1600,3272460,"exercises/easy/ex6-name-screamer.js",159,1,"",javascript,content
1601,3273294,"exercises/easy/ex6-name-screamer.js",158,1,"",javascript,content
1602,3273443,"exercises/easy/ex6-name-screamer.js",158,0,"r",javascript,content
1603,3273613,"exercises/easy/ex6-name-screamer.js",159,0,"e",javascript,content
1604,3273707,"exercises/easy/ex6-name-screamer.js",160,0,"a",javascript,content
1605,3273861,"exercises/easy/ex6-name-screamer.js",161,0,"m",javascript,content
1606,3274642,"exercises/easy/ex6-name-screamer.js",162,1,")",javascript,content
1607,3275206,"exercises/easy/ex6-name-screamer.js",163,0,";",javascript,content
1608,3304035,"exercises/easy/ex6-name-screamer.js",106,0," ",javascript,content
1609,3304157,"exercises/easy/ex6-name-screamer.js",107,0,"n",javascript,content
1610,3304292,"exercises/easy/ex6-name-screamer.js",108,0,"a",javascript,content
1611,3304475,"exercises/easy/ex6-name-screamer.js",109,0,"m",javascript,content
1612,3304933,"exercises/easy/ex6-name-screamer.js",110,0,"e",javascript,content
1613,3305229,"exercises/easy/ex6-name-screamer.js",111,0," ",javascript,content
1614,3305506,"exercises/easy/ex6-name-screamer.js",112,0,"=",javascript,content
1615,3305839,"exercises/easy/ex6-name-screamer.js",113,0," ",javascript,content
1616,3307145,"exercises/easy/ex6-name-screamer.js",113,1,"",javascript,content
1617,3307354,"exercises/easy/ex6-name-screamer.js",112,1,"",javascript,content
1618,3307674,"exercises/easy/ex6-name-screamer.js",111,1,"",javascript,content
1619,3308300,"exercises/easy/ex6-name-screamer.js",111,0," ",javascript,content
1620,3308692,"exercises/easy/ex6-name-screamer.js",112,0,"=",javascript,content
1621,3309144,"exercises/easy/ex6-name-screamer.js",113,0," ",javascript,content
1622,3309381,"exercises/easy/ex6-name-screamer.js",114,0,"n",javascript,content
1623,3309562,"exercises/easy/ex6-name-screamer.js",115,0,"a",javascript,content
1624,3309795,"exercises/easy/ex6-name-screamer.js",116,0,"m",javascript,content
1625,3310132,"exercises/easy/ex6-name-screamer.js",117,0,"e",javascript,content
1626,3310857,"exercises/easy/ex6-name-screamer.js",117,1,"",javascript,content
1627,3311031,"exercises/easy/ex6-name-screamer.js",116,1,"",javascript,content
1628,3311175,"exercises/easy/ex6-name-screamer.js",115,1,"",javascript,content
1629,3311340,"exercises/easy/ex6-name-screamer.js",114,1,"",javascript,content
1630,3311645,"exercises/easy/ex6-name-screamer.js",114,0,"""""",javascript,content
1631,3317853,"exercises/easy/ex6-name-screamer.js",115,0,"n",javascript,content
1632,3317961,"exercises/easy/ex6-name-screamer.js",116,0,"a",javascript,content
1633,3318060,"exercises/easy/ex6-name-screamer.js",117,0,"m",javascript,content
1634,3318206,"exercises/easy/ex6-name-screamer.js",118,0,"e",javascript,content
1635,3319874,"exercises/easy/ex6-name-screamer.js",120,0,";",javascript,content
1636,3332656,"exercises/easy/ex1-hello-world.js",0,0,"function helloWorld() {\n  // write a function that prints ""Hello World!"" to the console\n\n  console.log(""Hello World!"");\n\n  \n}\n\nhelloWorld();\n\nmodule.exports = helloWorld;\n",javascript,tab
1637,3337460,"exercises/easy/ex6-name-screamer.js",0,0,"function screamName(name) {\n  /* take a name as input and return it in ALL CAPS with exclamation marks */\n name = ""name"";\n\n\n  \n}\n const scream = screamName();\nconsole.log(scream);\n\nmodule.exports = screamName;\n",javascript,tab
1638,3341132,"exercises/easy/ex6-name-screamer.js",107,14,"",javascript,content
1639,3344270,"exercises/easy/ex6-name-screamer.js",145,20,"",javascript,content
1640,3345412,"exercises/easy/ex6-name-screamer.js",108,0,"console.log(scream);",javascript,content
1640,3345412,"exercises/easy/ex6-name-screamer.js",108,0,"console.log(scream);",javascript,content
1641,3345415,"exercises/easy/ex6-name-screamer.js",108,0,"  ",javascript,content
1642,3347491,"exercises/easy/ex6-name-screamer.js",127,1,"",javascript,content
1643,3347640,"exercises/easy/ex6-name-screamer.js",126,1,"",javascript,content
1644,3347774,"exercises/easy/ex6-name-screamer.js",125,1,"",javascript,content
1645,3347924,"exercises/easy/ex6-name-screamer.js",124,1,"",javascript,content
1646,3348059,"exercises/easy/ex6-name-screamer.js",123,1,"",javascript,content
